original_language,original_title,overview,popularity,release_date,vote_average,vote_count,movie,year,status
en,Broken Lance,"Cattle baron Matt Devereaux raids a copper smelter that is polluting his water, then divides his property among his sons. Son Joe takes responsibility for the raid and gets three years in prison. Matt dies from a stroke partly caused by his rebellious sons and when Joe gets out he plans revenge.",8.91,1954-09-25,6.3,61.0,Broken Lance,1954,remake
en,How to Make a Monster,"Video game developer Clayton Software enlists the talents of a misfit group of programmers to develop the scariest computer combat game: EVILUTION. With four weeks to bring the game to market and a million-dollar bonus on the line, they utilize a telemetry suit to render a 3-D version of the onscreen player. But when a power surge gives the hard drive a mind of its own, the suit comes to life to play the game for real and the programming team find themselves in the middle of a chilling virtual nightmare beyond their wildest imagination.",3.32,2001-10-14,4.517,30.0,How to Make a Monster,2001,remake
en,Humanoids from the Deep,"In this remake to the original 1980 ecological horror movie, a secret government experiment turns nightmarish when genetically altered fish, bred as amphibious weapons, escape. Scientists believe them dead after a biohazardous chemical spill. Far from it, the creatures thrive as bloodthirtsy killers, threatening to annihilate a small coastal town by slaughtering the men and abducting the women for mating! Government scientists attempt to keep the creatures' origin a secret while trying to destroy them.",2.892,1996-09-14,3.6,14.0,Humanoids from the Deep,1996,remake
ru,Конёк-Горбунок,Remake of the 1947 Soviet film directed by Ivan Ivanov-Vano and produced by the Soyuzmultfilm studio in Moscow.,2.771,1975-10-24,6.7,32.0,The Humpbacked Horse,1975,remake
en,Hurricane,"The story of the desperate love affair between a young Samoan chief and a beautiful American painter, against the will of her father, the powerful governor of the island. Amid this man-made tension comes a powerful hurricane so devastating, the lives of the lovers and the entire island are imperiled.",1.497,1979-04-12,4.7,14.0,Hurricane,1979,remake
hi,मैं ऐसा ही हूँ,A mentally challenged man fights his former father-in-law for custody of his daughter.,2.504,2005-05-06,4.143,14.0,Main Aisa Hi Hoon,2005,remake
en,I Married a Monster,"Kelly's new husband Nick begins behaving oddly, showing a surprising desire to make babies and shun his drinking buddies. Little does she know he's not entirely himself.",0.84,1998-10-08,2.5,2.0,I Married a Monster,1998,remake
en,I Saw What You Did,"Two teens, Lisa and Kim, are playing games making prank calls on the phone. But when they call Adrian Lancer who has some mental problems, and say ""I saw what you did"", they ignite a human time bomb. Adrian has just killed someone and thinks they saw him do it. Now he is trying to find them.",2.558,1988-05-20,5.609,23.0,I Saw What You Did,1988,remake
en,I Spit on Your Grave,"Jennifer is a writer working on a new novel and, needing to get out of the city to finish it, hires a riverside apartment in upstate New York to finish her book—attracting the attention of a number of rowdy male locals.",30.244,2010-06-17,6.51,1964.0,I Spit on Your Grave,2010,remake
en,I Want to Live,The movie tells the story of a woman who struggles and fights to escape the gas chamber being condemned with capital punishment because of her participation in a hold up in which a person was killed.,0.99,1983-05-09,7.0,1.0,I Want to Live!,1983,remake
ja,お早よう,"A lighthearted take on director Yasujiro Ozu’s perennial theme of the challenges of inter­generational relationships, Good Morning tells the story of two young boys who stop speaking in protest after their parents refuse to buy a television set. Ozu weaves a wealth of subtle gags through a family portrait as rich as those of his dramatic films, mocking the foibles of the adult world through the eyes of his child protagonists. Shot in stunning color and set in a suburb of Tokyo where housewives gossip about the neighbors’ new washing machine and unemployed husbands look for work as door-to-door salesmen, this charming comedy refashions Ozu’s own silent classic I Was Born, But . . . to gently satirize consumerism in postwar Japan.",7.944,1959-05-12,7.706,212.0,Good Morning,1959,remake
en,Ice Castles,"Young, beautiful, talented Alexis Winston comes from nowhere to become a figure skating superstar. But her rise to stardom isn’t easy. She has to push herself, reinvent herself, and most painfully of all, leave her hometown boyfriend behind. When a tragic fall leaves her blind, she needs someone to believe in her, to love her; someone to convince her she has the strength to skate and dream again.",7.173,2010-02-09,6.515,68.0,Ice Castles,2010,remake
en,Homeward Bound: The Incredible Journey,"Remake of the popular Disney classic, this time featuring some well known voices as two dogs and a cat trek across America encountering all sorts of adventures in the quest to be reunited with their owners.",15.14,1993-02-03,7.0,891.0,Homeward Bound: The Incredible Journey,1993,remake
en,Jungle 2 Jungle,"Uptight New York City executive, Michael Cromwell, pursues his soon-to-be ex-wife to South America and returns home with the son he never knew he had—a boy raised in a tribal village in Brazil. Armed with only his blowgun, the 13-year-old Mimi-Siku discovers that the world outside his jungle home is indeed a strange place.",8.329,1997-03-04,5.3,411.0,Jungle 2 Jungle,1997,remake
en,The Departed,"To take down South Boston's Irish Mafia, the police send in one of their own to infiltrate the underworld, not realizing the syndicate has done likewise. While an undercover cop curries favor with the mob kingpin, a career criminal rises through the police ranks. But both sides soon discover there's a mole among them.",33.133,2006-10-04,8.165,13402.0,The Departed,2006,remake
en,Uptight,Black militants building up an arsenal of weapons in preparation for a race war are betrayed by one of their own.,1.178,1968-12-28,6.0,7.0,Uptight,1968,remake
en,The Initiation of Sarah,A sorority girl unwittingly becomes the focus of a battle between good and evil.,4.073,2006-10-22,5.4,32.0,The Initiation of Sarah,2006,remake
en,The In-Laws,"Right before his daughter's wedding, a mild-mannered foot doctor discovers that his new in-laws are international smugglers.",12.946,2003-05-23,5.635,241.0,The In-Laws,2003,remake
en,Insomnia,Two Los Angeles homicide detectives are dispatched to a northern town where the sun doesn't set to investigate the methodical murder of a local teen.,13.462,2002-05-24,6.929,4104.0,Insomnia,2002,remake
en,Intermezzo: A Love Story,"A concert violinist becomes charmed with his daughter's talented piano teacher. When he invites her to go on tour with him, they make beautiful music away from the concert hall as well. He soon leaves his wife so the two can go off together.",3.317,1939-10-06,6.719,32.0,Intermezzo,1939,remake
en,Interview,"After falling out with his editor, a fading political journalist is forced to interview America's most popular soap actress.",7.187,2007-07-13,6.402,132.0,Interview,2007,remake
en,The Upside,"Phillip is a wealthy quadriplegic who needs a caretaker to help him with his day-to-day routine in his New York penthouse. He decides to hire Dell, a struggling parolee who's trying to reconnect with his ex and his young son. Despite coming from two different worlds, an unlikely friendship starts to blossom.",19.904,2019-01-10,7.133,1081.0,The Upside,2019,remake
en,Invaders from Mars,"In this remake of the classic 50s SF tale, a boy tries to stop an invasion of his town by aliens who take over the the minds of his parents, his least-liked schoolteacher and other townspeople. With the aid of the school nurse the boy enlists the aid of the U.S. Marines.",9.942,1986-06-06,5.505,198.0,Invaders from Mars,1986,remake
en,Invasion of the Body Snatchers,"Matthew Bennell notices that several of his friends are complaining that their close relatives are in some way different. When questioned later they themselves seem changed, as they deny everything or make lame excuses. As the invaders increase in number they become more open and Bennell, who has by now witnessed an attempted 'replacement', realises that he and his friends must escape or suffer the same fate.",11.982,1978-12-19,7.2,879.0,Invasion of the Body Snatchers,1978,remake
en,Body Snatchers,"When Environmental Protection Agency inspector Steve Malone travels to a remote military base in order to check for toxic materials, he brings his family along for the ride. After arriving at the base, his teenage daughter Marti befriends Jean Platt, daughter of the base's commander, General Platt. When people at the base begin acting strangely, Marti becomes convinced that they are slowly being replaced by plant-like aliens.",12.213,1993-06-09,6.109,330.0,Body Snatchers,1993,remake
en,The Invasion,"Washington, D.C. psychologist Carol Bennell and her colleague Dr. Ben Driscoll are the only two people on Earth who are aware of an epidemic running rampant through the city. They discover an alien virus aboard a crashed space shuttle that transforms anyone who comes into contact with it into unfeeling drones while they sleep. Carol realizes her son holds the key to stopping the spread of the plague and she races to find him before it is too late.",14.109,2007-08-17,5.962,1294.0,The Invasion,2007,remake
